Sample in Buffer,Sample in Window,TRIGGER,clk_IBUF_BUFG,valid_in,in_x_flat[1023:0],en,valid_out,prob_flat[1023:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX
243,243,0,0,0,f83efb25fcb60b3d00eefe2203bd05c90413f96d08fdfc3cfd5606e903b4f491f4f10b89f4270656f71cfe6af6670997ff0af94507e9f853fe0ef8b8041c0174037a04990492f808092bfe290001fd74f8a4f8aa0a28f84f031a0086ff3ffc4f0a60f830fba00bc4ffd3090cfa070be5078af90afd4ffe360349f75efa82f883,1,0,000000010002005900060003000d0016000e0000003200010002001d000d0000000000600000001a0000000300000039000400000026000000030000000e0007000c0010000f000000340003000500020000000000400000000b000600040002004500000001006500050033000100680022000000020003000c000000010000
244,244,0,0,0,f83efb25fcb60b3d00eefe2203bd05c90413f96d08fdfc3cfd5606e903b4f491f4f10b89f4270656f71cfe6af6670997ff0af94507e9f853fe0ef8b8041c0174037a04990492f808092bfe290001fd74f8a4f8aa0a28f84f031a0086ff3ffc4f0a60f830fba00bc4ffd3090cfa070be5078af90afd4ffe360349f75efa82f883,1,0,000000010002005900060003000d0016000e0000003200010002001d000d0000000000600000001a0000000300000039000400000026000000030000000e0007000c0010000f000000340003000500020000000000400000000b000600040002004500000001006500050033000100680022000000020003000c000000010000
245,245,0,0,0,f83efb25fcb60b3d00eefe2203bd05c90413f96d08fdfc3cfd5606e903b4f491f4f10b89f4270656f71cfe6af6670997ff0af94507e9f853fe0ef8b8041c0174037a04990492f808092bfe290001fd74f8a4f8aa0a28f84f031a0086ff3ffc4f0a60f830fba00bc4ffd3090cfa070be5078af90afd4ffe360349f75efa82f883,1,0,000000010002005900060003000d0016000e0000003200010002001d000d0000000000600000001a0000000300000039000400000026000000030000000e0007000c0010000f000000340003000500020000000000400000000b000600040002004500000001006500050033000100680022000000020003000c000000010000
246,246,0,0,0,f83efb25fcb60b3d00eefe2203bd05c90413f96d08fdfc3cfd5606e903b4f491f4f10b89f4270656f71cfe6af6670997ff0af94507e9f853fe0ef8b8041c0174037a04990492f808092bfe290001fd74f8a4f8aa0a28f84f031a0086ff3ffc4f0a60f830fba00bc4ffd3090cfa070be5078af90afd4ffe360349f75efa82f883,1,0,000000010002005900060003000d0016000e0000003200010002001d000d0000000000600000001a0000000300000039000400000026000000030000000e0007000c0010000f000000340003000500020000000000400000000b000600040002004500000001006500050033000100680022000000020003000c000000010000
247,247,0,0,0,f83efb25fcb60b3d00eefe2203bd05c90413f96d08fdfc3cfd5606e903b4f491f4f10b89f4270656f71cfe6af6670997ff0af94507e9f853fe0ef8b8041c0174037a04990492f808092bfe290001fd74f8a4f8aa0a28f84f031a0086ff3ffc4f0a60f830fba00bc4ffd3090cfa070be5078af90afd4ffe360349f75efa82f883,1,0,000000010002005900060003000d0016000e0000003200010002001d000d0000000000600000001a0000000300000039000400000026000000030000000e0007000c0010000f000000340003000500020000000000400000000b000600040002004500000001006500050033000100680022000000020003000c000000010000
248,248,0,0,0,f83efb25fcb60b3d00eefe2203bd05c90413f96d08fdfc3cfd5606e903b4f491f4f10b89f4270656f71cfe6af6670997ff0af94507e9f853fe0ef8b8041c0174037a04990492f808092bfe290001fd74f8a4f8aa0a28f84f031a0086ff3ffc4f0a60f830fba00bc4ffd3090cfa070be5078af90afd4ffe360349f75efa82f883,1,0,000000010002005900060003000d0016000e0000003200010002001d000d0000000000600000001a0000000300000039000400000026000000030000000e0007000c0010000f000000340003000500020000000000400000000b000600040002004500000001006500050033000100680022000000020003000c000000010000
249,249,0,0,0,f83efb25fcb60b3d00eefe2203bd05c90413f96d08fdfc3cfd5606e903b4f491f4f10b89f4270656f71cfe6af6670997ff0af94507e9f853fe0ef8b8041c0174037a04990492f808092bfe290001fd74f8a4f8aa0a28f84f031a0086ff3ffc4f0a60f830fba00bc4ffd3090cfa070be5078af90afd4ffe360349f75efa82f883,1,0,000000010002005900060003000d0016000e0000003200010002001d000d0000000000600000001a0000000300000039000400000026000000030000000e0007000c0010000f000000340003000500020000000000400000000b000600040002004500000001006500050033000100680022000000020003000c000000010000
250,250,0,0,0,f83efb25fcb60b3d00eefe2203bd05c90413f96d08fdfc3cfd5606e903b4f491f4f10b89f4270656f71cfe6af6670997ff0af94507e9f853fe0ef8b8041c0174037a04990492f808092bfe290001fd74f8a4f8aa0a28f84f031a0086ff3ffc4f0a60f830fba00bc4ffd3090cfa070be5078af90afd4ffe360349f75efa82f883,1,0,000000010002005900060003000d0016000e0000003200010002001d000d0000000000600000001a0000000300000039000400000026000000030000000e0007000c0010000f000000340003000500020000000000400000000b000600040002004500000001006500050033000100680022000000020003000c000000010000
251,251,0,0,0,f83efb25fcb60b3d00eefe2203bd05c90413f96d08fdfc3cfd5606e903b4f491f4f10b89f4270656f71cfe6af6670997ff0af94507e9f853fe0ef8b8041c0174037a04990492f808092bfe290001fd74f8a4f8aa0a28f84f031a0086ff3ffc4f0a60f830fba00bc4ffd3090cfa070be5078af90afd4ffe360349f75efa82f883,1,0,000000010002005900060003000d0016000e0000003200010002001d000d0000000000600000001a0000000300000039000400000026000000030000000e0007000c0010000f000000340003000500020000000000400000000b000600040002004500000001006500050033000100680022000000020003000c000000010000
252,252,0,0,0,f83efb25fcb60b3d00eefe2203bd05c90413f96d08fdfc3cfd5606e903b4f491f4f10b89f4270656f71cfe6af6670997ff0af94507e9f853fe0ef8b8041c0174037a04990492f808092bfe290001fd74f8a4f8aa0a28f84f031a0086ff3ffc4f0a60f830fba00bc4ffd3090cfa070be5078af90afd4ffe360349f75efa82f883,1,0,000000010002005900060003000d0016000e0000003200010002001d000d0000000000600000001a0000000300000039000400000026000000030000000e0007000c0010000f000000340003000500020000000000400000000b000600040002004500000001006500050033000100680022000000020003000c000000010000
253,253,0,0,0,f83efb25fcb60b3d00eefe2203bd05c90413f96d08fdfc3cfd5606e903b4f491f4f10b89f4270656f71cfe6af6670997ff0af94507e9f853fe0ef8b8041c0174037a04990492f808092bfe290001fd74f8a4f8aa0a28f84f031a0086ff3ffc4f0a60f830fba00bc4ffd3090cfa070be5078af90afd4ffe360349f75efa82f883,1,0,000000010002005900060003000d0016000e0000003200010002001d000d0000000000600000001a0000000300000039000400000026000000030000000e0007000c0010000f000000340003000500020000000000400000000b000600040002004500000001006500050033000100680022000000020003000c000000010000
254,254,0,0,0,f83efb25fcb60b3d00eefe2203bd05c90413f96d08fdfc3cfd5606e903b4f491f4f10b89f4270656f71cfe6af6670997ff0af94507e9f853fe0ef8b8041c0174037a04990492f808092bfe290001fd74f8a4f8aa0a28f84f031a0086ff3ffc4f0a60f830fba00bc4ffd3090cfa070be5078af90afd4ffe360349f75efa82f883,1,0,000000010002005900060003000d0016000e0000003200010002001d000d0000000000600000001a0000000300000039000400000026000000030000000e0007000c0010000f000000340003000500020000000000400000000b000600040002004500000001006500050033000100680022000000020003000c000000010000
255,255,0,0,0,f83efb25fcb60b3d00eefe2203bd05c90413f96d08fdfc3cfd5606e903b4f491f4f10b89f4270656f71cfe6af6670997ff0af94507e9f853fe0ef8b8041c0174037a04990492f808092bfe290001fd74f8a4f8aa0a28f84f031a0086ff3ffc4f0a60f830fba00bc4ffd3090cfa070be5078af90afd4ffe360349f75efa82f883,1,0,000000010002005900060003000d0016000e0000003200010002001d000d0000000000600000001a0000000300000039000400000026000000030000000e0007000c0010000f000000340003000500020000000000400000000b000600040002004500000001006500050033000100680022000000020003000c000000010000
256,256,0,0,0,f83efb25fcb60b3d00eefe2203bd05c90413f96d08fdfc3cfd5606e903b4f491f4f10b89f4270656f71cfe6af6670997ff0af94507e9f853fe0ef8b8041c0174037a04990492f808092bfe290001fd74f8a4f8aa0a28f84f031a0086ff3ffc4f0a60f830fba00bc4ffd3090cfa070be5078af90afd4ffe360349f75efa82f883,1,0,000000010002005900060003000d0016000e0000003200010002001d000d0000000000600000001a0000000300000039000400000026000000030000000e0007000c0010000f000000340003000500020000000000400000000b000600040002004500000001006500050033000100680022000000020003000c000000010000
257,257,0,0,0,f83efb25fcb60b3d00eefe2203bd05c90413f96d08fdfc3cfd5606e903b4f491f4f10b89f4270656f71cfe6af6670997ff0af94507e9f853fe0ef8b8041c0174037a04990492f808092bfe290001fd74f8a4f8aa0a28f84f031a0086ff3ffc4f0a60f830fba00bc4ffd3090cfa070be5078af90afd4ffe360349f75efa82f883,1,0,000000010002005900060003000d0016000e0000003200010002001d000d0000000000600000001a0000000300000039000400000026000000030000000e0007000c0010000f000000340003000500020000000000400000000b000600040002004500000001006500050033000100680022000000020003000c000000010000
258,258,0,0,0,f83efb25fcb60b3d00eefe2203bd05c90413f96d08fdfc3cfd5606e903b4f491f4f10b89f4270656f71cfe6af6670997ff0af94507e9f853fe0ef8b8041c0174037a04990492f808092bfe290001fd74f8a4f8aa0a28f84f031a0086ff3ffc4f0a60f830fba00bc4ffd3090cfa070be5078af90afd4ffe360349f75efa82f883,1,0,000000010002005900060003000d0016000e0000003200010002001d000d0000000000600000001a0000000300000039000400000026000000030000000e0007000c0010000f000000340003000500020000000000400000000b000600040002004500000001006500050033000100680022000000020003000c000000010000
259,259,0,0,0,f83efb25fcb60b3d00eefe2203bd05c90413f96d08fdfc3cfd5606e903b4f491f4f10b89f4270656f71cfe6af6670997ff0af94507e9f853fe0ef8b8041c0174037a04990492f808092bfe290001fd74f8a4f8aa0a28f84f031a0086ff3ffc4f0a60f830fba00bc4ffd3090cfa070be5078af90afd4ffe360349f75efa82f883,1,0,000000010002005900060003000d0016000e0000003200010002001d000d0000000000600000001a0000000300000039000400000026000000030000000e0007000c0010000f000000340003000500020000000000400000000b000600040002004500000001006500050033000100680022000000020003000c000000010000
260,260,0,0,0,f83efb25fcb60b3d00eefe2203bd05c90413f96d08fdfc3cfd5606e903b4f491f4f10b89f4270656f71cfe6af6670997ff0af94507e9f853fe0ef8b8041c0174037a04990492f808092bfe290001fd74f8a4f8aa0a28f84f031a0086ff3ffc4f0a60f830fba00bc4ffd3090cfa070be5078af90afd4ffe360349f75efa82f883,1,0,000000010002005900060003000d0016000e0000003200010002001d000d0000000000600000001a0000000300000039000400000026000000030000000e0007000c0010000f000000340003000500020000000000400000000b000600040002004500000001006500050033000100680022000000020003000c000000010000
261,261,0,0,0,f83efb25fcb60b3d00eefe2203bd05c90413f96d08fdfc3cfd5606e903b4f491f4f10b89f4270656f71cfe6af6670997ff0af94507e9f853fe0ef8b8041c0174037a04990492f808092bfe290001fd74f8a4f8aa0a28f84f031a0086ff3ffc4f0a60f830fba00bc4ffd3090cfa070be5078af90afd4ffe360349f75efa82f883,1,0,000000010002005900060003000d0016000e0000003200010002001d000d0000000000600000001a0000000300000039000400000026000000030000000e0007000c0010000f000000340003000500020000000000400000000b000600040002004500000001006500050033000100680022000000020003000c000000010000
262,262,0,0,0,f83efb25fcb60b3d00eefe2203bd05c90413f96d08fdfc3cfd5606e903b4f491f4f10b89f4270656f71cfe6af6670997ff0af94507e9f853fe0ef8b8041c0174037a04990492f808092bfe290001fd74f8a4f8aa0a28f84f031a0086ff3ffc4f0a60f830fba00bc4ffd3090cfa070be5078af90afd4ffe360349f75efa82f883,1,0,000000010002005900060003000d0016000e0000003200010002001d000d0000000000600000001a0000000300000039000400000026000000030000000e0007000c0010000f000000340003000500020000000000400000000b000600040002004500000001006500050033000100680022000000020003000c000000010000
263,263,0,0,0,f83efb25fcb60b3d00eefe2203bd05c90413f96d08fdfc3cfd5606e903b4f491f4f10b89f4270656f71cfe6af6670997ff0af94507e9f853fe0ef8b8041c0174037a04990492f808092bfe290001fd74f8a4f8aa0a28f84f031a0086ff3ffc4f0a60f830fba00bc4ffd3090cfa070be5078af90afd4ffe360349f75efa82f883,1,0,000000010002005900060003000d0016000e0000003200010002001d000d0000000000600000001a0000000300000039000400000026000000030000000e0007000c0010000f000000340003000500020000000000400000000b000600040002004500000001006500050033000100680022000000020003000c000000010000
264,264,0,0,0,f83efb25fcb60b3d00eefe2203bd05c90413f96d08fdfc3cfd5606e903b4f491f4f10b89f4270656f71cfe6af6670997ff0af94507e9f853fe0ef8b8041c0174037a04990492f808092bfe290001fd74f8a4f8aa0a28f84f031a0086ff3ffc4f0a60f830fba00bc4ffd3090cfa070be5078af90afd4ffe360349f75efa82f883,1,0,000000010002005900060003000d0016000e0000003200010002001d000d0000000000600000001a0000000300000039000400000026000000030000000e0007000c0010000f000000340003000500020000000000400000000b000600040002004500000001006500050033000100680022000000020003000c000000010000
265,265,0,0,0,f83efb25fcb60b3d00eefe2203bd05c90413f96d08fdfc3cfd5606e903b4f491f4f10b89f4270656f71cfe6af6670997ff0af94507e9f853fe0ef8b8041c0174037a04990492f808092bfe290001fd74f8a4f8aa0a28f84f031a0086ff3ffc4f0a60f830fba00bc4ffd3090cfa070be5078af90afd4ffe360349f75efa82f883,1,0,000000010002005900060003000d0016000e0000003200010002001d000d0000000000600000001a0000000300000039000400000026000000030000000e0007000c0010000f000000340003000500020000000000400000000b000600040002004500000001006500050033000100680022000000020003000c000000010000
266,266,0,0,0,f83efb25fcb60b3d00eefe2203bd05c90413f96d08fdfc3cfd5606e903b4f491f4f10b89f4270656f71cfe6af6670997ff0af94507e9f853fe0ef8b8041c0174037a04990492f808092bfe290001fd74f8a4f8aa0a28f84f031a0086ff3ffc4f0a60f830fba00bc4ffd3090cfa070be5078af90afd4ffe360349f75efa82f883,1,0,000000010002005900060003000d0016000e0000003200010002001d000d0000000000600000001a0000000300000039000400000026000000030000000e0007000c0010000f000000340003000500020000000000400000000b000600040002004500000001006500050033000100680022000000020003000c000000010000
267,267,0,0,0,f83efb25fcb60b3d00eefe2203bd05c90413f96d08fdfc3cfd5606e903b4f491f4f10b89f4270656f71cfe6af6670997ff0af94507e9f853fe0ef8b8041c0174037a04990492f808092bfe290001fd74f8a4f8aa0a28f84f031a0086ff3ffc4f0a60f830fba00bc4ffd3090cfa070be5078af90afd4ffe360349f75efa82f883,1,0,000000010002005900060003000d0016000e0000003200010002001d000d0000000000600000001a0000000300000039000400000026000000030000000e0007000c0010000f000000340003000500020000000000400000000b000600040002004500000001006500050033000100680022000000020003000c000000010000
268,268,0,0,0,f83efb25fcb60b3d00eefe2203bd05c90413f96d08fdfc3cfd5606e903b4f491f4f10b89f4270656f71cfe6af6670997ff0af94507e9f853fe0ef8b8041c0174037a04990492f808092bfe290001fd74f8a4f8aa0a28f84f031a0086ff3ffc4f0a60f830fba00bc4ffd3090cfa070be5078af90afd4ffe360349f75efa82f883,1,0,000000010002005900060003000d0016000e0000003200010002001d000d0000000000600000001a0000000300000039000400000026000000030000000e0007000c0010000f000000340003000500020000000000400000000b000600040002004500000001006500050033000100680022000000020003000c000000010000
269,269,0,0,0,f83efb25fcb60b3d00eefe2203bd05c90413f96d08fdfc3cfd5606e903b4f491f4f10b89f4270656f71cfe6af6670997ff0af94507e9f853fe0ef8b8041c0174037a04990492f808092bfe290001fd74f8a4f8aa0a28f84f031a0086ff3ffc4f0a60f830fba00bc4ffd3090cfa070be5078af90afd4ffe360349f75efa82f883,1,0,000000010002005900060003000d0016000e0000003200010002001d000d0000000000600000001a0000000300000039000400000026000000030000000e0007000c0010000f000000340003000500020000000000400000000b000600040002004500000001006500050033000100680022000000020003000c000000010000
270,270,0,0,0,f83efb25fcb60b3d00eefe2203bd05c90413f96d08fdfc3cfd5606e903b4f491f4f10b89f4270656f71cfe6af6670997ff0af94507e9f853fe0ef8b8041c0174037a04990492f808092bfe290001fd74f8a4f8aa0a28f84f031a0086ff3ffc4f0a60f830fba00bc4ffd3090cfa070be5078af90afd4ffe360349f75efa82f883,1,0,000000010002005900060003000d0016000e0000003200010002001d000d0000000000600000001a0000000300000039000400000026000000030000000e0007000c0010000f000000340003000500020000000000400000000b000600040002004500000001006500050033000100680022000000020003000c000000010000
271,271,0,0,0,f83efb25fcb60b3d00eefe2203bd05c90413f96d08fdfc3cfd5606e903b4f491f4f10b89f4270656f71cfe6af6670997ff0af94507e9f853fe0ef8b8041c0174037a04990492f808092bfe290001fd74f8a4f8aa0a28f84f031a0086ff3ffc4f0a60f830fba00bc4ffd3090cfa070be5078af90afd4ffe360349f75efa82f883,1,0,000000010002005900060003000d0016000e0000003200010002001d000d0000000000600000001a0000000300000039000400000026000000030000000e0007000c0010000f000000340003000500020000000000400000000b000600040002004500000001006500050033000100680022000000020003000c000000010000
272,272,0,0,0,f83efb25fcb60b3d00eefe2203bd05c90413f96d08fdfc3cfd5606e903b4f491f4f10b89f4270656f71cfe6af6670997ff0af94507e9f853fe0ef8b8041c0174037a04990492f808092bfe290001fd74f8a4f8aa0a28f84f031a0086ff3ffc4f0a60f830fba00bc4ffd3090cfa070be5078af90afd4ffe360349f75efa82f883,1,0,000000010002005900060003000d0016000e0000003200010002001d000d0000000000600000001a0000000300000039000400000026000000030000000e0007000c0010000f000000340003000500020000000000400000000b000600040002004500000001006500050033000100680022000000020003000c000000010000
273,273,0,0,0,f83efb25fcb60b3d00eefe2203bd05c90413f96d08fdfc3cfd5606e903b4f491f4f10b89f4270656f71cfe6af6670997ff0af94507e9f853fe0ef8b8041c0174037a04990492f808092bfe290001fd74f8a4f8aa0a28f84f031a0086ff3ffc4f0a60f830fba00bc4ffd3090cfa070be5078af90afd4ffe360349f75efa82f883,1,0,000000010002005900060003000d0016000e0000003200010002001d000d0000000000600000001a0000000300000039000400000026000000030000000e0007000c0010000f000000340003000500020000000000400000000b000600040002004500000001006500050033000100680022000000020003000c000000010000
274,274,0,0,0,f83efb25fcb60b3d00eefe2203bd05c90413f96d08fdfc3cfd5606e903b4f491f4f10b89f4270656f71cfe6af6670997ff0af94507e9f853fe0ef8b8041c0174037a04990492f808092bfe290001fd74f8a4f8aa0a28f84f031a0086ff3ffc4f0a60f830fba00bc4ffd3090cfa070be5078af90afd4ffe360349f75efa82f883,1,0,000000010002005900060003000d0016000e0000003200010002001d000d0000000000600000001a0000000300000039000400000026000000030000000e0007000c0010000f000000340003000500020000000000400000000b000600040002004500000001006500050033000100680022000000020003000c000000010000
275,275,0,0,0,f83efb25fcb60b3d00eefe2203bd05c90413f96d08fdfc3cfd5606e903b4f491f4f10b89f4270656f71cfe6af6670997ff0af94507e9f853fe0ef8b8041c0174037a04990492f808092bfe290001fd74f8a4f8aa0a28f84f031a0086ff3ffc4f0a60f830fba00bc4ffd3090cfa070be5078af90afd4ffe360349f75efa82f883,1,0,000000010002005900060003000d0016000e0000003200010002001d000d0000000000600000001a0000000300000039000400000026000000030000000e0007000c0010000f000000340003000500020000000000400000000b000600040002004500000001006500050033000100680022000000020003000c000000010000
276,276,0,0,0,f83efb25fcb60b3d00eefe2203bd05c90413f96d08fdfc3cfd5606e903b4f491f4f10b89f4270656f71cfe6af6670997ff0af94507e9f853fe0ef8b8041c0174037a04990492f808092bfe290001fd74f8a4f8aa0a28f84f031a0086ff3ffc4f0a60f830fba00bc4ffd3090cfa070be5078af90afd4ffe360349f75efa82f883,1,0,000000010002005900060003000d0016000e0000003200010002001d000d0000000000600000001a0000000300000039000400000026000000030000000e0007000c0010000f000000340003000500020000000000400000000b000600040002004500000001006500050033000100680022000000020003000c000000010000
277,277,0,0,0,f83efb25fcb60b3d00eefe2203bd05c90413f96d08fdfc3cfd5606e903b4f491f4f10b89f4270656f71cfe6af6670997ff0af94507e9f853fe0ef8b8041c0174037a04990492f808092bfe290001fd74f8a4f8aa0a28f84f031a0086ff3ffc4f0a60f830fba00bc4ffd3090cfa070be5078af90afd4ffe360349f75efa82f883,1,0,000000010002005900060003000d0016000e0000003200010002001d000d0000000000600000001a0000000300000039000400000026000000030000000e0007000c0010000f000000340003000500020000000000400000000b000600040002004500000001006500050033000100680022000000020003000c000000010000
278,278,0,0,0,f83efb25fcb60b3d00eefe2203bd05c90413f96d08fdfc3cfd5606e903b4f491f4f10b89f4270656f71cfe6af6670997ff0af94507e9f853fe0ef8b8041c0174037a04990492f808092bfe290001fd74f8a4f8aa0a28f84f031a0086ff3ffc4f0a60f830fba00bc4ffd3090cfa070be5078af90afd4ffe360349f75efa82f883,1,0,000000010002005900060003000d0016000e0000003200010002001d000d0000000000600000001a0000000300000039000400000026000000030000000e0007000c0010000f000000340003000500020000000000400000000b000600040002004500000001006500050033000100680022000000020003000c000000010000
279,279,0,0,0,f83efb25fcb60b3d00eefe2203bd05c90413f96d08fdfc3cfd5606e903b4f491f4f10b89f4270656f71cfe6af6670997ff0af94507e9f853fe0ef8b8041c0174037a04990492f808092bfe290001fd74f8a4f8aa0a28f84f031a0086ff3ffc4f0a60f830fba00bc4ffd3090cfa070be5078af90afd4ffe360349f75efa82f883,1,0,000000010002005900060003000d0016000e0000003200010002001d000d0000000000600000001a0000000300000039000400000026000000030000000e0007000c0010000f000000340003000500020000000000400000000b000600040002004500000001006500050033000100680022000000020003000c000000010000
280,280,0,0,0,f83efb25fcb60b3d00eefe2203bd05c90413f96d08fdfc3cfd5606e903b4f491f4f10b89f4270656f71cfe6af6670997ff0af94507e9f853fe0ef8b8041c0174037a04990492f808092bfe290001fd74f8a4f8aa0a28f84f031a0086ff3ffc4f0a60f830fba00bc4ffd3090cfa070be5078af90afd4ffe360349f75efa82f883,1,0,000000010002005900060003000d0016000e0000003200010002001d000d0000000000600000001a0000000300000039000400000026000000030000000e0007000c0010000f000000340003000500020000000000400000000b000600040002004500000001006500050033000100680022000000020003000c000000010000
281,281,0,0,0,f83efb25fcb60b3d00eefe2203bd05c90413f96d08fdfc3cfd5606e903b4f491f4f10b89f4270656f71cfe6af6670997ff0af94507e9f853fe0ef8b8041c0174037a04990492f808092bfe290001fd74f8a4f8aa0a28f84f031a0086ff3ffc4f0a60f830fba00bc4ffd3090cfa070be5078af90afd4ffe360349f75efa82f883,1,0,000000010002005900060003000d0016000e0000003200010002001d000d0000000000600000001a0000000300000039000400000026000000030000000e0007000c0010000f000000340003000500020000000000400000000b000600040002004500000001006500050033000100680022000000020003000c000000010000
282,282,0,0,0,f83efb25fcb60b3d00eefe2203bd05c90413f96d08fdfc3cfd5606e903b4f491f4f10b89f4270656f71cfe6af6670997ff0af94507e9f853fe0ef8b8041c0174037a04990492f808092bfe290001fd74f8a4f8aa0a28f84f031a0086ff3ffc4f0a60f830fba00bc4ffd3090cfa070be5078af90afd4ffe360349f75efa82f883,1,0,000000010002005900060003000d0016000e0000003200010002001d000d0000000000600000001a0000000300000039000400000026000000030000000e0007000c0010000f000000340003000500020000000000400000000b000600040002004500000001006500050033000100680022000000020003000c000000010000
283,283,0,0,0,f83efb25fcb60b3d00eefe2203bd05c90413f96d08fdfc3cfd5606e903b4f491f4f10b89f4270656f71cfe6af6670997ff0af94507e9f853fe0ef8b8041c0174037a04990492f808092bfe290001fd74f8a4f8aa0a28f84f031a0086ff3ffc4f0a60f830fba00bc4ffd3090cfa070be5078af90afd4ffe360349f75efa82f883,1,0,000000010002005900060003000d0016000e0000003200010002001d000d0000000000600000001a0000000300000039000400000026000000030000000e0007000c0010000f000000340003000500020000000000400000000b000600040002004500000001006500050033000100680022000000020003000c000000010000
284,284,0,0,0,f83efb25fcb60b3d00eefe2203bd05c90413f96d08fdfc3cfd5606e903b4f491f4f10b89f4270656f71cfe6af6670997ff0af94507e9f853fe0ef8b8041c0174037a04990492f808092bfe290001fd74f8a4f8aa0a28f84f031a0086ff3ffc4f0a60f830fba00bc4ffd3090cfa070be5078af90afd4ffe360349f75efa82f883,1,0,000000010002005900060003000d0016000e0000003200010002001d000d0000000000600000001a0000000300000039000400000026000000030000000e0007000c0010000f000000340003000500020000000000400000000b000600040002004500000001006500050033000100680022000000020003000c000000010000
285,285,0,0,0,f83efb25fcb60b3d00eefe2203bd05c90413f96d08fdfc3cfd5606e903b4f491f4f10b89f4270656f71cfe6af6670997ff0af94507e9f853fe0ef8b8041c0174037a04990492f808092bfe290001fd74f8a4f8aa0a28f84f031a0086ff3ffc4f0a60f830fba00bc4ffd3090cfa070be5078af90afd4ffe360349f75efa82f883,1,0,000000010002005900060003000d0016000e0000003200010002001d000d0000000000600000001a0000000300000039000400000026000000030000000e0007000c0010000f000000340003000500020000000000400000000b000600040002004500000001006500050033000100680022000000020003000c000000010000
286,286,0,0,0,f83efb25fcb60b3d00eefe2203bd05c90413f96d08fdfc3cfd5606e903b4f491f4f10b89f4270656f71cfe6af6670997ff0af94507e9f853fe0ef8b8041c0174037a04990492f808092bfe290001fd74f8a4f8aa0a28f84f031a0086ff3ffc4f0a60f830fba00bc4ffd3090cfa070be5078af90afd4ffe360349f75efa82f883,1,0,000000010002005900060003000d0016000e0000003200010002001d000d0000000000600000001a0000000300000039000400000026000000030000000e0007000c0010000f000000340003000500020000000000400000000b000600040002004500000001006500050033000100680022000000020003000c000000010000
287,287,0,0,0,f83efb25fcb60b3d00eefe2203bd05c90413f96d08fdfc3cfd5606e903b4f491f4f10b89f4270656f71cfe6af6670997ff0af94507e9f853fe0ef8b8041c0174037a04990492f808092bfe290001fd74f8a4f8aa0a28f84f031a0086ff3ffc4f0a60f830fba00bc4ffd3090cfa070be5078af90afd4ffe360349f75efa82f883,1,0,000000010002005900060003000d0016000e0000003200010002001d000d0000000000600000001a0000000300000039000400000026000000030000000e0007000c0010000f000000340003000500020000000000400000000b000600040002004500000001006500050033000100680022000000020003000c000000010000
288,288,0,0,0,f83efb25fcb60b3d00eefe2203bd05c90413f96d08fdfc3cfd5606e903b4f491f4f10b89f4270656f71cfe6af6670997ff0af94507e9f853fe0ef8b8041c0174037a04990492f808092bfe290001fd74f8a4f8aa0a28f84f031a0086ff3ffc4f0a60f830fba00bc4ffd3090cfa070be5078af90afd4ffe360349f75efa82f883,1,0,000000010002005900060003000d0016000e0000003200010002001d000d0000000000600000001a0000000300000039000400000026000000030000000e0007000c0010000f000000340003000500020000000000400000000b000600040002004500000001006500050033000100680022000000020003000c000000010000
289,289,0,0,0,f83efb25fcb60b3d00eefe2203bd05c90413f96d08fdfc3cfd5606e903b4f491f4f10b89f4270656f71cfe6af6670997ff0af94507e9f853fe0ef8b8041c0174037a04990492f808092bfe290001fd74f8a4f8aa0a28f84f031a0086ff3ffc4f0a60f830fba00bc4ffd3090cfa070be5078af90afd4ffe360349f75efa82f883,1,0,000000010002005900060003000d0016000e0000003200010002001d000d0000000000600000001a0000000300000039000400000026000000030000000e0007000c0010000f000000340003000500020000000000400000000b000600040002004500000001006500050033000100680022000000020003000c000000010000
290,290,0,0,0,f83efb25fcb60b3d00eefe2203bd05c90413f96d08fdfc3cfd5606e903b4f491f4f10b89f4270656f71cfe6af6670997ff0af94507e9f853fe0ef8b8041c0174037a04990492f808092bfe290001fd74f8a4f8aa0a28f84f031a0086ff3ffc4f0a60f830fba00bc4ffd3090cfa070be5078af90afd4ffe360349f75efa82f883,1,0,000000010002005900060003000d0016000e0000003200010002001d000d0000000000600000001a0000000300000039000400000026000000030000000e0007000c0010000f000000340003000500020000000000400000000b000600040002004500000001006500050033000100680022000000020003000c000000010000
291,291,0,0,0,f83efb25fcb60b3d00eefe2203bd05c90413f96d08fdfc3cfd5606e903b4f491f4f10b89f4270656f71cfe6af6670997ff0af94507e9f853fe0ef8b8041c0174037a04990492f808092bfe290001fd74f8a4f8aa0a28f84f031a0086ff3ffc4f0a60f830fba00bc4ffd3090cfa070be5078af90afd4ffe360349f75efa82f883,1,0,000000010002005900060003000d0016000e0000003200010002001d000d0000000000600000001a0000000300000039000400000026000000030000000e0007000c0010000f000000340003000500020000000000400000000b000600040002004500000001006500050033000100680022000000020003000c000000010000
